7.044525e+00;-8.926381e+00;-1.119720e+00;-6.668316e+00;-2.179526e+00;-1.417045e+01;-4.281902e+00;-2.824193e+00;4.851429e+01;-1.352120e+01
7.238844e+00;-7.913472e+00;-7.344542e-01;-6.705062e+00;-2.222730e+00;-1.511883e+01;-4.848192e+00;-2.805802e+00;5.662524e+01;-1.273083e+01
7.507380e+00;-6.912156e+00;-9.245682e-03;-6.741674e+00;-2.279536e+00;-1.641038e+01;-5.402550e+00;-2.785685e+00;6.251607e+01;-1.190237e+01
7.852778e+00;-5.925499e+00;7.557402e-01;-6.778159e+00;-2.334637e+00;-1.822714e+01;-5.936748e+00;-2.763877e+00;5.972851e+01;-1.105008e+01
8.277684e+00;-4.741715e+00;1.450514e+00;-6.813707e+00;-2.383035e+00;-1.975174e+01;-6.468830e+00;-2.742860e+00;4.881826e+01;-1.136207e+01
8.785176e+00;-2.979253e+00;2.033862e+00;-6.848761e+00;-2.426200e+00;-2.095450e+01;-6.915428e+00;-2.727729e+00;3.968620e+01;-1.164084e+01
9.474362e+00;-1.116467e+00;2.509979e+00;-6.883702e+00;-2.464277e+00;-2.178728e+01;-7.348826e+00;-2.711974e+00;3.216311e+01;-1.188642e+01
1.020408e+01;4.679100e-01;2.863770e+00;-6.918536e+00;-2.497413e+00;-2.220194e+01;-7.784012e+00;-2.695638e+00;2.607974e+01;-1.209881e+01
1.097482e+01;1.999955e+00;3.080144e+00;-6.953271e+00;-2.530881e+00;-2.215035e+01;-8.211643e+00;-2.678768e+00;2.126688e+01;-1.227804e+01
1.178703e+01;3.471077e+00;3.036439e+00;-6.986686e+00;-2.565466e+00;-2.158436e+01;-8.636397e+00;-2.663746e+00;1.755528e+01;-1.300477e+01
1.264121e+01;6.120233e+00;2.848748e+00;-7.018289e+00;-2.599059e+00;-2.151459e+01;-9.062947e+00;-2.658532e+00;1.574935e+01;-1.370284e+01
1.301393e+01;8.493450e+00;2.176654e+00;-7.049632e+00;-2.631747e+00;-2.186155e+01;-9.495970e+00;-2.655273e+00;1.475006e+01;-1.436590e+01
1.313367e+01;1.051857e+01;1.331664e+00;-7.080947e+00;-2.663619e+00;-2.179873e+01;-9.905366e+00;-2.654072e+00;1.327980e+01;-1.499393e+01
1.312311e+01;1.217410e+01;4.824785e-01;-7.112241e+00;-2.701243e+00;-2.132323e+01;-1.032144e+01;-2.655035e+00;1.208510e+01;-1.558687e+01
1.298567e+01;1.343859e+01;-3.561966e-01;-7.143524e+00;-2.744189e+00;-2.040990e+01;-1.081287e+01;-2.661293e+00;1.110761e+01;-1.580458e+01
1.272480e+01;1.371543e+01;-1.169656e+00;-7.174657e+00;-2.788050e+00;-1.903360e+01;-1.140725e+01;-2.684700e+00;1.028900e+01;-1.597835e+01
1.309479e+01;1.334782e+01;-1.784646e+00;-7.203677e+00;-2.990138e+00;-1.735036e+01;-1.209416e+01;-2.711699e+00;9.570942e+00;-1.611991e+01
1.356777e+01;1.269595e+01;-2.301805e+00;-7.232782e+00;-3.091366e+00;-1.691793e+01;-1.286233e+01;-2.742326e+00;8.895091e+00;-1.622924e+01
1.380896e+01;1.333387e+01;-2.580434e+00;-7.261984e+00;-3.143871e+00;-1.609923e+01;-1.371991e+01;-2.776616e+00;8.203113e+00;-1.630634e+01
1.380168e+01;1.417484e+01;-2.771567e+00;-7.290499e+00;-3.227554e+00;-1.509150e+01;-1.467505e+01;-2.814843e+00;7.721620e+00;-1.531488e+01
1.355016e+01;1.463609e+01;-2.953507e+00;-7.318268e+00;-3.302800e+00;-1.335275e+01;-1.563802e+01;-2.857666e+00;7.547094e+00;-1.425612e+01
