2.786591e+01,9.241418e+01,1.529847e+02,4.851429e+01
2.782080e+01,9.234872e+01,1.529224e+02,5.662524e+01
2.777569e+01,9.228326e+01,1.528601e+02,6.251607e+01
2.773058e+01,9.221779e+01,1.527978e+02,5.972851e+01
2.768548e+01,9.215233e+01,1.527355e+02,4.881826e+01
2.764037e+01,9.208687e+01,1.526731e+02,3.968620e+01
2.759526e+01,9.202141e+01,1.526108e+02,3.216311e+01
2.755015e+01,9.195594e+01,1.525485e+02,2.607974e+01
2.750504e+01,9.189048e+01,1.524862e+02,2.126688e+01
2.745993e+01,9.182502e+01,1.524239e+02,1.755528e+01
2.741482e+01,9.175956e+01,1.523616e+02,1.574935e+01
2.736972e+01,9.169409e+01,1.522993e+02,1.475006e+01
2.732461e+01,9.162863e+01,1.522369e+02,1.327980e+01
2.727950e+01,9.156317e+01,1.521746e+02,1.208510e+01
2.723439e+01,9.149771e+01,1.521123e+02,1.110761e+01
2.718928e+01,9.143224e+01,1.520500e+02,1.028900e+01
2.714417e+01,9.136678e+01,1.519877e+02,9.570942e+00
2.709907e+01,9.130132e+01,1.519254e+02,8.895091e+00
2.705396e+01,9.123586e+01,1.518631e+02,8.203113e+00
2.700885e+01,9.117039e+01,1.518008e+02,7.721620e+00
2.696374e+01,9.110493e+01,1.517384e+02,7.547094e+00
2.691863e+01,9.103947e+01,1.516761e+02,7.495274e+00
2.687352e+01,9.097401e+01,1.516138e+02,7.412110e+00
2.682841e+01,9.090854e+01,1.515515e+02,7.205179e+00
2.678331e+01,9.084308e+01,1.514892e+02,6.876256e+00
2.673820e+01,9.077762e+01,1.514269e+02,6.427114e+00
2.669309e+01,9.071216e+01,1.513646e+02,5.859528e+00
2.664798e+01,9.064669e+01,1.513023e+02,5.557376e+00
2.660287e+01,9.058123e+01,1.512399e+02,5.345878e+00
2.655776e+01,9.051577e+01,1.511776e+02,4.865517e+00
2.651265e+01,9.045031e+01,1.511153e+02,4.344495e+00
2.646755e+01,9.038485e+01,1.510530e+02,3.791151e+00
2.642244e+01,9.031938e+01,1.509907e+02,3.225330e+00
2.637733e+01,9.025392e+01,1.509284e+02,2.628906e+00
2.633222e+01,9.018846e+01,1.508661e+02,1.993187e+00
2.628711e+01,9.012300e+01,1.508037e+02,1.657469e+00
2.624200e+01,9.005753e+01,1.507414e+02,1.462868e+00
2.619689e+01,8.999207e+01,1.506791e+02,8.962676e-01
2.615179e+01,8.992661e+01,1.506168e+02,3.057995e-01
2.610668e+01,8.986115e+01,1.505545e+02,-1.972294e-01
2.606157e+01,8.979568e+01,1.504922e+02,-5.896628e-01
2.601646e+01,8.973022e+01,1.504299e+02,-8.483439e-01
2.597135e+01,8.966476e+01,1.503676e+02,-9.501165e-01
2.592624e+01,8.959930e+01,1.503052e+02,-9.963990e-01
2.588113e+01,8.953383e+01,1.502429e+02,-9.640608e-01
2.583603e+01,8.946837e+01,1.501806e+02,-1.001380e+00
2.579092e+01,8.940291e+01,1.501183e+02,-1.456160e+00
2.574581e+01,8.933745e+01,1.500560e+02,-1.755451e+00
2.570070e+01,8.927198e+01,1.499937e+02,-1.910216e+00
2.565559e+01,8.920652e+01,1.499314e+02,-1.931419e+00
2.561048e+01,8.914106e+01,1.498691e+02,-1.859826e+00
2.556537e+01,8.907560e+01,1.498067e+02,-2.200654e+00
2.552027e+01,8.901013e+01,1.497444e+02,-2.540107e+00
2.547516e+01,8.894467e+01,1.496821e+02,-2.888426e+00
2.543005e+01,8.887921e+01,1.496198e+02,-3.072853e+00
2.538494e+01,8.881375e+01,1.495575e+02,-3.714475e+00
2.533983e+01,8.874828e+01,1.494952e+02,-4.470815e+00
2.529472e+01,8.868282e+01,1.494329e+02,-5.315658e+00
2.524962e+01,8.861736e+01,1.493705e+02,-6.207298e+00
2.520451e+01,8.855190e+01,1.493082e+02,-7.065942e+00
2.515940e+01,8.848643e+01,1.492459e+02,-7.907109e+00
2.511429e+01,8.842097e+01,1.491836e+02,-8.707143e+00
2.506918e+01,8.835551e+01,1.491213e+02,-9.470597e+00
2.502407e+01,8.829005e+01,1.490590e+02,-1.060100e+01
2.497896e+01,8.822458e+01,1.489967e+02,-1.155043e+01
2.493386e+01,8.815912e+01,1.489344e+02,-1.259709e+01
2.488875e+01,8.809366e+01,1.488720e+02,-1.336950e+01
2.484364e+01,8.802820e+01,1.488097e+02,-1.376479e+01
2.479853e+01,8.796273e+01,1.487474e+02,-1.407676e+01
2.475342e+01,8.789727e+01,1.486851e+02,-1.428355e+01
2.470831e+01,8.783181e+01,1.486228e+02,-1.436324e+01
2.466320e+01,8.776635e+01,1.485605e+02,-1.390727e+01
2.461810e+01,8.770089e+01,1.484982e+02,-1.285633e+01
2.457299e+01,8.763542e+01,1.484358e+02,-1.164430e+01
2.452788e+01,8.756996e+01,1.483735e+02,-1.016426e+01
2.448277e+01,8.750450e+01,1.483112e+02,-8.903174e+00
2.443766e+01,8.743904e+01,1.482489e+02,-8.646129e+00
2.439255e+01,8.737357e+01,1.481866e+02,-8.588426e+00
2.434744e+01,8.730811e+01,1.481243e+02,-8.717086e+00
2.430234e+01,8.724265e+01,1.480620e+02,-9.019130e+00
2.425723e+01,8.717719e+01,1.479997e+02,-8.954221e+00
2.421212e+01,8.711172e+01,1.479373e+02,-9.498391e+00
2.416701e+01,8.704626e+01,1.478750e+02,-1.055674e+01
2.412190e+01,8.698080e+01,1.478127e+02,-1.220228e+01
2.407679e+01,8.691534e+01,1.477504e+02,-1.441972e+01
2.403168e+01,8.684987e+01,1.476881e+02,-1.714518e+01
2.398658e+01,8.678441e+01,1.476258e+02,-2.004683e+01
2.394147e+01,8.671895e+01,1.475635e+02,-2.251939e+01
2.389636e+01,8.665349e+01,1.475012e+02,-2.630936e+01
2.385125e+01,8.658802e+01,1.474388e+02,-3.325452e+01
2.380614e+01,8.652256e+01,1.473765e+02,-3.633033e+01
2.376103e+01,8.645710e+01,1.473142e+02,-3.802379e+01
2.371592e+01,8.639164e+01,1.472519e+02,-3.873700e+01
2.367082e+01,8.632617e+01,1.471896e+02,-3.860750e+01
2.362571e+01,8.626071e+01,1.471273e+02,-3.777283e+01
2.358060e+01,8.619525e+01,1.470650e+02,-3.637054e+01
2.353549e+01,8.612979e+01,1.470026e+02,-3.453816e+01
2.349038e+01,8.606432e+01,1.469403e+02,-3.266679e+01
2.344527e+01,8.599886e+01,1.468780e+02,-3.003424e+01
2.340017e+01,8.593340e+01,1.468157e+02,-2.704456e+01
2.790757e+01,9.233732e+01,1.530353e+02,4.920709e+01
2.786246e+01,9.227185e+01,1.529730e+02,5.558648e+01
2.781736e+01,9.220639e+01,1.529107e+02,5.521111e+01
2.777225e+01,9.214093e+01,1.528484e+02,5.376647e+01
2.772714e+01,9.207547e+01,1.527860e+02,4.988910e+01
2.768203e+01,9.201000e+01,1.527237e+02,4.077760e+01
2.763692e+01,9.194454e+01,1.526614e+02,3.330672e+01
2.759181e+01,9.187908e+01,1.525991e+02,2.730724e+01
2.754670e+01,9.181362e+01,1.525368e+02,2.260992e+01
2.750160e+01,9.174816e+01,1.524745e+02,1.904553e+01
2.745649e+01,9.168269e+01,1.524122e+02,1.638943e+01
2.741138e+01,9.161723e+01,1.523499e+02,1.510660e+01
2.736627e+01,9.155177e+01,1.522875e+02,1.418982e+01
2.732116e+01,9.148631e+01,1.522252e+02,1.302442e+01
2.727605e+01,9.142084e+01,1.521629e+02,1.208716e+01
2.723095e+01,9.135538e+01,1.521006e+02,1.131969e+01
2.718584e+01,9.128992e+01,1.520383e+02,1.066369e+01
2.714073e+01,9.122446e+01,1.519760e+02,1.006080e+01
2.709562e+01,9.115899e+01,1.519137e+02,9.421157e+00
