-2.792375e+01,5.884490e+01,-1.540308e+01,-4.281902e+00
-2.786195e+01,5.879183e+01,-1.546281e+01,-4.848192e+00
-2.780016e+01,5.873875e+01,-1.552254e+01,-5.402550e+00
-2.773836e+01,5.868568e+01,-1.558227e+01,-5.936748e+00
-2.767656e+01,5.863261e+01,-1.564200e+01,-6.468830e+00
-2.761477e+01,5.857954e+01,-1.570173e+01,-6.915428e+00
-2.755297e+01,5.852647e+01,-1.576146e+01,-7.348826e+00
-2.749118e+01,5.847340e+01,-1.582119e+01,-7.784012e+00
-2.742938e+01,5.842033e+01,-1.588092e+01,-8.211643e+00
-2.736758e+01,5.836726e+01,-1.594065e+01,-8.636397e+00
-2.730579e+01,5.831418e+01,-1.600038e+01,-9.062947e+00
-2.724399e+01,5.826111e+01,-1.606011e+01,-9.495970e+00
-2.718219e+01,5.820804e+01,-1.611984e+01,-9.905366e+00
-2.712040e+01,5.815497e+01,-1.617957e+01,-1.032144e+01
-2.705860e+01,5.810190e+01,-1.623930e+01,-1.081287e+01
-2.699681e+01,5.804883e+01,-1.629904e+01,-1.140725e+01
-2.693501e+01,5.799576e+01,-1.635877e+01,-1.209416e+01
-2.687321e+01,5.794269e+01,-1.641850e+01,-1.286233e+01
-2.681142e+01,5.788961e+01,-1.647823e+01,-1.371991e+01
-2.674962e+01,5.783654e+01,-1.653796e+01,-1.467505e+01
-2.668782e+01,5.778347e+01,-1.659769e+01,-1.563802e+01
-2.662603e+01,5.773040e+01,-1.665742e+01,-1.657395e+01
-2.656423e+01,5.767733e+01,-1.671715e+01,-1.755449e+01
-2.650244e+01,5.762426e+01,-1.677688e+01,-1.858476e+01
-2.644064e+01,5.757119e+01,-1.683661e+01,-1.979712e+01
-2.637884e+01,5.751812e+01,-1.689634e+01,-2.120725e+01
-2.631705e+01,5.746505e+01,-1.695607e+01,-2.265813e+01
-2.625525e+01,5.741197e+01,-1.701580e+01,-2.413762e+01
-2.619345e+01,5.735890e+01,-1.707553e+01,-2.552783e+01
-2.613166e+01,5.730583e+01,-1.713526e+01,-2.682702e+01
-2.606986e+01,5.725276e+01,-1.719499e+01,-2.808614e+01
-2.600807e+01,5.719969e+01,-1.725472e+01,-2.929972e+01
-2.594627e+01,5.714662e+01,-1.731445e+01,-3.046231e+01
-2.588447e+01,5.709355e+01,-1.737418e+01,-3.157900e+01
-2.582268e+01,5.704048e+01,-1.743391e+01,-3.263478e+01
-2.576088e+01,5.698740e+01,-1.749364e+01,-3.358982e+01
-2.569908e+01,5.693433e+01,-1.755337e+01,-3.445545e+01
-2.563729e+01,5.688126e+01,-1.761310e+01,-3.527803e+01
-2.557549e+01,5.682819e+01,-1.767283e+01,-3.601204e+01
-2.551370e+01,5.677512e+01,-1.773256e+01,-3.665619e+01
-2.545190e+01,5.672205e+01,-1.779229e+01,-3.720917e+01
-2.539010e+01,5.666898e+01,-1.785202e+01,-3.766970e+01
-2.532831e+01,5.661591e+01,-1.791175e+01,-3.800948e+01
-2.526651e+01,5.656283e+01,-1.797148e+01,-3.814132e+01
-2.520471e+01,5.650976e+01,-1.803121e+01,-3.823921e+01
-2.514292e+01,5.645669e+01,-1.809094e+01,-3.829617e+01
-2.508112e+01,5.640362e+01,-1.815067e+01,-3.822202e+01
-2.501933e+01,5.635055e+01,-1.821040e+01,-3.801595e+01
-2.495753e+01,5.629748e+01,-1.827013e+01,-3.767716e+01
-2.489573e+01,5.624441e+01,-1.832986e+01,-3.720484e+01
-2.483394e+01,5.619134e+01,-1.838959e+01,-3.659819e+01
-2.477214e+01,5.613826e+01,-1.844933e+01,-3.585723e+01
-2.471034e+01,5.608519e+01,-1.850906e+01,-3.499872e+01
-2.464855e+01,5.603212e+01,-1.856879e+01,-3.396194e+01
-2.458675e+01,5.597905e+01,-1.862852e+01,-3.277711e+01
-2.452495e+01,5.592598e+01,-1.868825e+01,-3.147354e+01
-2.446316e+01,5.587291e+01,-1.874798e+01,-3.008050e+01
-2.440136e+01,5.581984e+01,-1.880771e+01,-2.862731e+01
-2.433957e+01,5.576677e+01,-1.886744e+01,-2.714325e+01
-2.427777e+01,5.571369e+01,-1.892717e+01,-2.565762e+01
-2.421597e+01,5.566062e+01,-1.898690e+01,-2.390646e+01
-2.415418e+01,5.560755e+01,-1.904663e+01,-2.269031e+01
-2.409238e+01,5.555448e+01,-1.910636e+01,-2.194054e+01
-2.403058e+01,5.550141e+01,-1.916609e+01,-2.167143e+01
-2.396879e+01,5.544834e+01,-1.922582e+01,-2.191078e+01
-2.390699e+01,5.539527e+01,-1.928555e+01,-2.268641e+01
-2.384520e+01,5.534220e+01,-1.934528e+01,-2.402613e+01
-2.378340e+01,5.528912e+01,-1.940501e+01,-2.595773e+01
-2.372160e+01,5.523605e+01,-1.946474e+01,-2.813661e+01
-2.365981e+01,5.518298e+01,-1.952447e+01,-3.161657e+01
-2.359801e+01,5.512991e+01,-1.958420e+01,-3.534231e+01
-2.353621e+01,5.507684e+01,-1.964393e+01,-3.931660e+01
-2.347442e+01,5.502377e+01,-1.970366e+01,-4.356169e+01
-2.341262e+01,5.497070e+01,-1.976339e+01,-4.798240e+01
-2.335083e+01,5.491763e+01,-1.982312e+01,-5.248351e+01
